goal_id,user_id,goal_type,goal_priority,goal_horizon,target_amount,start_date,target_date,associated_jar,current_saved,completion_percent
2150,782,spending,Medium,short,5000000,2025-07-01,2025-07-31,GIVE,1064615,21.29
2151,783,saving,High,long,5755750000,2025-07-01,2027-05-22,FFA,1144877879,19.89
2152,783,saving,High,long,2514130000,2025-07-01,2029-03-12,EMERGENCY,1404800509,55.88
2153,783,spending,Medium,short,1000000,2025-07-01,2025-07-31,NEC,542826,54.28
2154,784,saving,Medium,long,491040000,2025-07-01,2026-10-24,DREAM,131007965,26.68
2155,784,saving,Low,short,16099999,2025-07-01,2025-10-29,EMERGENCY,9388981,58.32
2156,784,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,757165,18.93
2157,785,saving,Low,long,2668749999,2025-07-01,2027-06-21,DREAM,749380944,28.08
2158,785,saving,Low,short,12600000,2025-07-01,2025-11-28,FFA,619288,4.91
2159,785,spending,Medium,short,1000000,2025-07-01,2025-07-31,HEALTH,290068,29.01
2160,786,saving,High,long,3236640000,2025-07-01,2028-08-14,LTSS,1584544621,48.96
2161,786,saving,Medium,long,9268770000,2025-07-01,2030-03-07,DREAM,4234450235,45.69
2162,787,saving,Low,long,4241055000,2025-07-01,2027-05-22,DREAM,2101352282,49.55
2163,787,saving,Medium,short,52800000,2025-07-01,2026-02-26,LTSS,16141045,30.57
2164,788,saving,High,long,5897500000,2025-07-01,2027-09-19,LTSS,2634743202,44.68
2165,788,saving,Low,long,6237000000,2025-07-01,2028-01-17,FFA,433418139,6.95
2166,789,saving,Low,long,3566160000,2025-07-01,2027-03-23,EMERGENCY,5734247,0.16
2167,789,saving,High,long,1185030000,2025-07-01,2030-04-06,LTSS,599406753,50.58
2168,789,spending,Low,short,2000000,2025-07-01,2025-07-31,GIVE,597952,29.9
2169,790,saving,Low,long,4270860000,2025-07-01,2029-07-10,EMERGENCY,94221581,2.21
2170,790,saving,High,short,20900000,2025-07-01,2025-07-31,FFA,8010960,38.33
2171,790,spending,Medium,short,5000000,2025-07-01,2025-07-31,HEALTH,2274380,45.49
2172,791,saving,Low,long,3961500000,2025-07-01,2028-02-16,EMERGENCY,167236926,4.22
2173,791,saving,Medium,long,9078560000,2025-07-01,2028-09-13,FFA,4774961943,52.6
2174,792,saving,Medium,long,4309200000,2025-07-01,2027-12-18,DREAM,226490331,5.26
2175,792,saving,Low,short,33000000,2025-07-01,2026-01-27,EMERGENCY,9071161,27.49
2176,792,spending,Low,short,5000000,2025-07-01,2025-07-31,PLAY,1344682,26.89
2177,793,saving,Medium,long,1796000000,2025-07-01,2028-08-14,DREAM,723871383,40.3
2178,793,saving,High,long,4525300000,2025-07-01,2027-03-23,LTSS,1258877306,27.82
2179,794,saving,Low,long,6571180000,2025-07-01,2029-02-10,FFA,2166664067,32.97
2180,794,saving,Low,short,36300000,2025-07-01,2026-02-26,LTSS,18942317,52.18
2181,795,saving,Medium,long,2241600000,2025-07-01,2028-07-15,FFA,437854501,19.53
2182,795,saving,Medium,long,993600000,2025-07-01,2028-03-17,LTSS,70639577,7.11
2183,795,spending,Medium,short,2000000,2025-07-01,2025-07-31,GIVE,179327,8.97
2184,796,saving,High,long,1911600000,2025-07-01,2029-10-08,DREAM,631909220,33.06
2185,796,saving,High,long,4057200000,2025-07-01,2027-06-21,LTSS,1137490118,28.04
2186,796,spending,Medium,short,4000000,2025-07-01,2025-07-31,PLAY,2158021,53.95
2187,797,saving,High,long,7500800000,2025-07-01,2028-09-13,EMERGENCY,3873187854,51.64
2188,797,saving,Low,long,9493825000,2025-07-01,2029-12-07,FFA,5261560493,55.42
2189,797,spending,Medium,short,1000000,2025-07-01,2025-07-31,NEC,416948,41.69
2190,798,saving,High,long,6697139999,2025-07-01,2026-07-26,LTSS,3806032384,56.83
2191,798,saving,Medium,long,3785040000,2025-07-01,2028-09-13,FFA,788027153,20.82
2192,798,spending,Low,short,3000000,2025-07-01,2025-07-31,EDU,725480,24.18
2193,799,saving,High,short,56925000,2025-07-01,2026-05-27,FFA,13205399,23.2
2194,799,saving,Low,long,3403800000,2025-07-01,2028-05-16,DREAM,437363902,12.85
2195,799,spending,Medium,short,2000000,2025-07-01,2025-07-31,FAMILY,979563,48.98
2196,800,saving,Medium,long,4092750000,2025-07-01,2029-10-08,EMERGENCY,1170419088,28.6
2197,800,saving,High,long,1042200000,2025-07-01,2029-11-07,FFA,528688695,50.73
2198,800,spending,Medium,short,4000000,2025-07-01,2025-07-31,HEALTH,707007,17.68
2199,801,saving,Medium,long,3838125000,2025-07-01,2028-05-16,DREAM,1271469535,33.13
2200,801,saving,High,short,57750000,2025-07-01,2026-05-27,FFA,31814073,55.09
2201,801,spending,High,short,4000000,2025-07-01,2025-07-31,FAMILY,331046,8.28
2202,802,saving,High,long,5718300000,2025-07-01,2027-09-19,DREAM,1621527615,28.36
2203,802,saving,Medium,long,6860490000,2025-07-01,2027-10-19,LTSS,1990206474,29.01
2204,803,saving,Medium,long,7012320000,2025-07-01,2027-08-20,LTSS,2555884411,36.45
2205,803,saving,Medium,long,3883950000,2025-07-01,2028-01-17,EMERGENCY,601315664,15.48
2206,804,saving,Medium,long,512295000,2025-07-01,2029-01-11,LTSS,96956901,18.93
2207,804,saving,Medium,long,5839600000,2025-07-01,2027-01-22,EMERGENCY,2670644475,45.73
2208,804,spending,High,short,2000000,2025-07-01,2025-07-31,EDU,884961,44.25
2209,805,saving,Low,long,6125760000,2025-07-01,2029-09-08,DREAM,609934710,9.96
2210,805,saving,High,long,417375000,2025-07-01,2027-12-18,LTSS,6150721,1.47
2211,805,spending,Medium,short,5000000,2025-07-01,2025-07-31,FAMILY,2853273,57.07
2212,806,saving,High,long,4408440000,2025-07-01,2029-03-12,LTSS,291339600,6.61
2213,806,saving,High,long,6705000000,2025-07-01,2029-07-10,EMERGENCY,3461481110,51.63
2214,806,spending,High,short,4000000,2025-07-01,2025-07-31,EDU,2184640,54.62
2215,807,saving,Medium,long,6731065000,2025-07-01,2028-12-12,LTSS,3000490998,44.58
2216,807,saving,High,long,6911730000,2025-07-01,2029-06-10,FFA,1890995345,27.36
2217,807,spending,Medium,short,1000000,2025-07-01,2025-07-31,GIVE,366079,36.61
2218,808,saving,High,long,778750000,2025-07-01,2027-10-19,LTSS,262141568,33.66
2219,808,saving,Medium,short,42240000,2025-07-01,2026-01-27,DREAM,3039714,7.2
2220,809,saving,High,long,6031080000,2025-07-01,2029-07-10,LTSS,2530982189,41.97
2221,809,saving,High,long,510599999,2025-07-01,2028-04-16,DREAM,37877633,7.42
2222,810,saving,Medium,long,8389800000,2025-07-01,2028-05-16,DREAM,3396475803,40.48
2223,810,saving,Low,short,52800000,2025-07-01,2025-08-30,FFA,16160870,30.61
2224,811,saving,Low,long,6489600000,2025-07-01,2026-12-23,DREAM,3378289608,52.06
2225,811,saving,Low,short,40700000,2025-07-01,2025-10-29,EMERGENCY,4311708,10.59
2226,811,spending,Low,short,2000000,2025-07-01,2025-07-31,NEC,1111402,55.57
2227,812,saving,High,short,15600000,2025-07-01,2025-08-30,EMERGENCY,7991886,51.23
2228,812,saving,Low,long,5373000000,2025-07-01,2028-04-16,LTSS,1974186571,36.74
2229,813,saving,Medium,short,19250000,2025-07-01,2026-04-27,EMERGENCY,1962126,10.19
2230,813,saving,Medium,long,5906250000,2025-07-01,2029-07-10,DREAM,3474819218,58.83
2231,813,spending,Low,short,2000000,2025-07-01,2025-07-31,PLAY,799641,39.98
2232,814,saving,High,long,5236000000,2025-07-01,2029-01-11,EMERGENCY,242530286,4.63
2233,814,saving,Medium,long,5264050000,2025-07-01,2029-04-11,FFA,1299573559,24.69
2234,815,saving,Medium,long,2115225000,2025-07-01,2029-03-12,DREAM,936863004,44.29
2235,815,saving,High,long,6300000000,2025-07-01,2028-06-15,EMERGENCY,1467471489,23.29
2236,815,spending,High,short,3000000,2025-07-01,2025-07-31,NEC,335014,11.17
2237,816,saving,Medium,long,1446375000,2025-07-01,2029-12-07,DREAM,472676146,32.68
2238,816,saving,High,long,2604900000,2025-07-01,2030-01-06,EMERGENCY,969066598,37.2
2239,816,spending,Low,short,5000000,2025-07-01,2025-07-31,HEALTH,462655,9.25
2240,817,saving,Low,long,6591200000,2025-07-01,2027-10-19,LTSS,2067154502,31.36
2241,817,saving,High,long,488250000,2025-07-01,2028-05-16,EMERGENCY,85623726,17.54
2242,817,spending,Low,short,2000000,2025-07-01,2025-07-31,NEC,720594,36.03
2243,818,saving,High,long,10611500000,2025-07-01,2030-04-06,EMERGENCY,2694775577,25.39
2244,818,saving,Low,long,3383100000,2025-07-01,2026-07-26,LTSS,889641944,26.3
2245,819,saving,Low,long,3430600000,2025-07-01,2029-03-12,DREAM,909601709,26.51
2246,819,saving,Low,short,35805000,2025-07-01,2026-05-27,FFA,2923970,8.17
2247,819,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,717282,17.93
2248,820,saving,High,short,27830000,2025-07-01,2026-04-27,LTSS,14539629,52.24
2249,820,saving,Medium,long,5288140000,2025-07-01,2027-04-22,EMERGENCY,3096221947,58.55
2250,820,spending,Low,short,1000000,2025-07-01,2025-07-31,PLAY,544899,54.49
2251,821,saving,Low,long,979500000,2025-07-01,2028-03-17,EMERGENCY,155855624,15.91
2252,821,saving,Medium,long,5894785000,2025-07-01,2027-05-22,LTSS,748118459,12.69
2253,822,saving,Medium,long,4466550000,2025-07-01,2028-03-17,DREAM,1800149047,40.3
2254,822,saving,Low,long,4992130000,2025-07-01,2027-01-22,FFA,2785014824,55.79
2255,822,spending,High,short,5000000,2025-07-01,2025-07-31,FAMILY,2864899,57.3
2256,823,saving,Medium,short,61875000,2025-07-01,2026-02-26,LTSS,10171113,16.44
2257,823,saving,Medium,short,35200000,2025-07-01,2026-05-27,DREAM,10259008,29.14
2258,823,spending,High,short,2000000,2025-07-01,2025-07-31,GIVE,778854,38.94
2259,824,saving,High,long,5131100000,2025-07-01,2027-05-22,DREAM,940775608,18.33
2260,824,saving,Low,short,21945000,2025-07-01,2026-04-27,FFA,1294826,5.9
2261,825,saving,Low,long,8263100000,2025-07-01,2030-03-07,FFA,1278969219,15.48
2262,825,saving,High,long,1918199999,2025-07-01,2026-07-26,DREAM,805373847,41.99
2263,825,spending,High,short,4000000,2025-07-01,2025-07-31,PLAY,1881239,47.03
2264,826,saving,Medium,short,8400000,2025-07-01,2026-06-26,LTSS,1608740,19.15
2265,826,saving,Medium,short,60720000,2025-07-01,2026-01-27,FFA,2639115,4.35
2266,826,spending,Low,short,5000000,2025-07-01,2025-07-31,GIVE,511256,10.23
2267,827,saving,Low,short,63360000,2025-07-01,2026-04-27,EMERGENCY,25221808,39.81
2268,827,saving,Low,long,3141250000,2025-07-01,2027-11-18,FFA,1847739771,58.82
2269,828,saving,High,short,27500000,2025-07-01,2026-04-27,FFA,10691103,38.88
2270,828,saving,Low,long,3553200000,2025-07-01,2027-11-18,DREAM,466464928,13.13
2271,828,spending,High,short,2000000,2025-07-01,2025-07-31,FAMILY,45421,2.27
2272,829,saving,Low,long,979020000,2025-07-01,2027-07-21,FFA,110772769,11.31
2273,829,saving,Low,short,40250000,2025-07-01,2025-09-29,LTSS,2059146,5.12
2274,829,spending,Low,short,4000000,2025-07-01,2025-07-31,FAMILY,1474955,36.87
2275,830,saving,Low,long,4372875000,2025-07-01,2028-04-16,FFA,524684837,12.0
2276,830,saving,Low,long,1239810000,2025-07-01,2027-02-21,DREAM,713395136,57.54
2277,831,saving,High,long,1951300000,2025-07-01,2030-05-06,FFA,513629672,26.32
2278,831,saving,Medium,long,3585300000,2025-07-01,2029-12-07,DREAM,1977318109,55.15
2279,831,spending,Medium,short,2000000,2025-07-01,2025-07-31,HEALTH,592647,29.63
2280,832,saving,High,long,1995840000,2025-07-01,2029-09-08,FFA,768220227,38.49
2281,832,saving,High,long,1824375000,2025-07-01,2028-05-16,DREAM,568244714,31.15
2282,832,spending,Medium,short,3000000,2025-07-01,2025-07-31,GIVE,621731,20.72
2283,833,saving,Low,long,5552000000,2025-07-01,2028-06-15,EMERGENCY,1690373298,30.45
2284,833,saving,Low,long,1603680000,2025-07-01,2027-01-22,DREAM,621614527,38.76
2285,834,saving,Medium,short,15125000,2025-07-01,2026-01-27,LTSS,28849,0.19
2286,834,saving,Low,short,11250000,2025-07-01,2025-09-29,FFA,2907206,25.84
2287,834,spending,Medium,short,2000000,2025-07-01,2025-07-31,GIVE,479905,24.0
2288,835,saving,High,long,7550125000,2025-07-01,2028-12-12,FFA,2488789194,32.96
2289,835,saving,High,long,4334580000,2025-07-01,2026-07-26,DREAM,2285149200,52.72
2290,835,spending,Low,short,5000000,2025-07-01,2025-07-31,EDU,2607408,52.15
2291,836,saving,Low,long,4856400000,2025-07-01,2030-04-06,FFA,2794020946,57.53
2292,836,saving,Low,long,6207500000,2025-07-01,2027-03-23,EMERGENCY,2933976373,47.27
2293,837,saving,Medium,long,8009125000,2025-07-01,2028-12-12,DREAM,2419338288,30.21
2294,837,saving,Low,long,2344045000,2025-07-01,2029-04-11,FFA,1144843075,48.84
2295,837,spending,High,short,4000000,2025-07-01,2025-07-31,PLAY,617516,15.44
2296,838,saving,Low,long,8851150000,2025-07-01,2030-04-06,EMERGENCY,2769518835,31.29
2297,838,saving,High,long,8148525000,2025-07-01,2028-12-12,FFA,4274984190,52.46
2298,838,spending,High,short,2000000,2025-07-01,2025-07-31,PLAY,124966,6.25
2299,839,saving,High,short,52250000,2025-07-01,2026-04-27,LTSS,18487382,35.38
2300,839,saving,Low,short,36000000,2025-07-01,2025-08-30,FFA,7086989,19.69
2301,839,spending,Medium,short,2000000,2025-07-01,2025-07-31,EDU,1049950,52.5
2302,840,saving,Medium,long,8956200000,2025-07-01,2030-06-05,EMERGENCY,2046822085,22.85
2303,840,saving,Low,short,14520000,2025-07-01,2026-01-27,FFA,4633928,31.91
2304,840,spending,Low,short,4000000,2025-07-01,2025-07-31,EDU,1907787,47.69
2305,841,saving,High,long,6903400000,2025-07-01,2027-11-18,EMERGENCY,1618379363,23.44
2306,841,saving,High,long,1413000000,2025-07-01,2029-06-10,LTSS,768121617,54.36
2307,841,spending,Low,short,1000000,2025-07-01,2025-07-31,GIVE,289928,28.99
2308,842,saving,Medium,short,57959999,2025-07-01,2026-06-26,LTSS,11788366,20.34
2309,842,saving,Low,long,3780000000,2025-07-01,2027-12-18,EMERGENCY,705890504,18.67
2310,842,spending,High,short,5000000,2025-07-01,2025-07-31,GIVE,2034838,40.7
2311,843,saving,High,long,1858859999,2025-07-01,2026-09-24,FFA,615226039,33.1
2312,843,saving,High,long,3999380000,2025-07-01,2027-08-20,DREAM,441109001,11.03
2313,844,saving,Medium,long,3993000000,2025-07-01,2028-01-17,EMERGENCY,1006387659,25.2
2314,844,saving,High,long,6391980000,2025-07-01,2030-03-07,LTSS,2967750967,46.43
2315,844,spending,Low,short,2000000,2025-07-01,2025-07-31,GIVE,446526,22.33
2316,845,saving,Medium,long,3657780000,2025-07-01,2026-11-23,DREAM,81019650,2.21
2317,845,saving,High,long,1659840000,2025-07-01,2030-05-06,FFA,471721617,28.42
2318,845,spending,High,short,2000000,2025-07-01,2025-07-31,PLAY,661818,33.09
2319,846,saving,High,short,15015000,2025-07-01,2026-01-27,EMERGENCY,6434943,42.86
2320,846,saving,Low,long,2088450000,2025-07-01,2028-05-16,FFA,67542650,3.23
2321,846,spending,Low,short,2000000,2025-07-01,2025-07-31,NEC,1122791,56.14
2322,847,saving,Low,long,3603600000,2025-07-01,2027-07-21,EMERGENCY,1472265836,40.86
2323,847,saving,Medium,long,7556640000,2025-07-01,2027-08-20,DREAM,461954556,6.11
2324,847,spending,Low,short,4000000,2025-07-01,2025-07-31,EDU,35393,0.88
2325,848,saving,High,short,14700000,2025-07-01,2025-08-30,EMERGENCY,7989592,54.35
2326,848,saving,Low,long,8196930000,2025-07-01,2029-09-08,FFA,4521735409,55.16
2327,848,spending,Medium,short,1000000,2025-07-01,2025-07-31,NEC,85068,8.51
2328,849,saving,High,long,4980880000,2025-07-01,2028-11-12,LTSS,2333337884,46.85
2329,849,saving,Medium,long,3226500000,2025-07-01,2026-11-23,FFA,1339832115,41.53
2330,849,spending,Low,short,1000000,2025-07-01,2025-07-31,GIVE,251500,25.15
2331,850,saving,High,long,552615000,2025-07-01,2030-02-05,FFA,207094074,37.48
2332,850,saving,Medium,long,3580080000,2025-07-01,2027-06-21,DREAM,2118422488,59.17
2333,851,saving,High,short,22000000,2025-07-01,2026-04-27,EMERGENCY,8825037,40.11
2334,851,saving,High,long,2560000000,2025-07-01,2028-09-13,LTSS,1277798399,49.91
2335,851,spending,High,short,3000000,2025-07-01,2025-07-31,NEC,648522,21.62
2336,852,saving,High,long,7813680000,2025-07-01,2028-09-13,LTSS,2131732663,27.28
2337,852,saving,High,long,6041100000,2025-07-01,2026-12-23,EMERGENCY,1961373210,32.47
2338,852,spending,High,short,3000000,2025-07-01,2025-07-31,GIVE,301428,10.05
2339,853,saving,Medium,long,2005320000,2025-07-01,2029-04-11,FFA,1081241938,53.92
2340,853,saving,Low,long,2913000000,2025-07-01,2028-05-16,DREAM,1673990834,57.47
2341,853,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,1103039,36.77
2342,854,saving,Medium,long,2824500000,2025-07-01,2027-10-19,LTSS,675777718,23.93
2343,854,saving,High,long,9686105000,2025-07-01,2030-04-06,FFA,28538788,0.29
2344,854,spending,High,short,2000000,2025-07-01,2025-07-31,EDU,161339,8.07
2345,855,saving,High,long,10077980000,2025-07-01,2030-03-07,FFA,5837696454,57.93
2346,855,saving,Low,short,15400000,2025-07-01,2025-08-30,EMERGENCY,8264160,53.66
2347,855,spending,Medium,short,1000000,2025-07-01,2025-07-31,PLAY,225328,22.53
2348,856,saving,High,long,792540000,2025-07-01,2029-01-11,DREAM,41848639,5.28
2349,856,saving,High,long,9035640000,2025-07-01,2030-05-06,LTSS,2085555439,23.08
2350,856,spending,Medium,short,1000000,2025-07-01,2025-07-31,FAMILY,578089,57.81
2351,857,saving,Low,short,40425000,2025-07-01,2026-02-26,EMERGENCY,3856545,9.54
2352,857,saving,Medium,long,2362499999,2025-07-01,2027-08-20,LTSS,1289511775,54.58
2353,857,spending,Low,short,5000000,2025-07-01,2025-07-31,HEALTH,2733298,54.67
2354,858,saving,High,long,1953960000,2025-07-01,2030-03-07,DREAM,185948751,9.52
2355,858,saving,High,long,8924575000,2025-07-01,2029-04-11,EMERGENCY,272658466,3.06
2356,858,spending,High,short,4000000,2025-07-01,2025-07-31,GIVE,548753,13.72
2357,859,saving,Medium,long,6681600000,2025-07-01,2029-07-10,FFA,186622294,2.79
2358,859,saving,Medium,long,5718700000,2025-07-01,2027-01-22,EMERGENCY,1530667062,26.77
2359,859,spending,Medium,short,5000000,2025-07-01,2025-07-31,GIVE,2243333,44.87
2360,860,saving,Medium,long,7138560000,2025-07-01,2028-09-13,EMERGENCY,3976486960,55.7
2361,860,saving,Low,long,8708490000,2025-07-01,2029-06-10,FFA,3844765337,44.15
2362,860,spending,Low,short,2000000,2025-07-01,2025-07-31,FAMILY,767017,38.35
2363,861,saving,Medium,long,6344800000,2025-07-01,2028-10-13,FFA,147824787,2.33
2364,861,saving,Medium,short,20900000,2025-07-01,2025-09-29,LTSS,10631807,50.87
2365,861,spending,Low,short,5000000,2025-07-01,2025-07-31,EDU,2550250,51.01
2366,862,saving,Low,long,5407700000,2025-07-01,2029-03-12,FFA,1143923219,21.15
2367,862,saving,Low,short,19800000,2025-07-01,2025-10-29,EMERGENCY,4973647,25.12
2368,863,saving,Medium,short,52500000,2025-07-01,2025-07-31,DREAM,21475875,40.91
2369,863,saving,Low,long,8760150000,2025-07-01,2029-09-08,FFA,2568663589,29.32
2370,863,spending,Medium,short,1000000,2025-07-01,2025-07-31,EDU,182107,18.21
2371,864,saving,Medium,long,5881200000,2025-07-01,2027-04-22,DREAM,2986955922,50.79
2372,864,saving,Low,long,6675680000,2025-07-01,2028-06-15,EMERGENCY,1839243172,27.55
2373,865,saving,Low,long,3508050000,2025-07-01,2027-02-21,EMERGENCY,886259224,25.26
2374,865,saving,Low,long,7813080000,2025-07-01,2029-06-10,FFA,2964514305,37.94
2375,866,saving,Medium,long,4056360000,2025-07-01,2027-10-19,LTSS,291314214,7.18
2376,866,saving,Low,long,7156080000,2025-07-01,2029-10-08,FFA,1350943623,18.88
2377,866,spending,Low,short,5000000,2025-07-01,2025-07-31,EDU,2080485,41.61
2378,867,saving,Low,long,3366220000,2025-07-01,2026-12-23,DREAM,1313301252,39.01
2379,867,saving,Low,short,14000000,2025-07-01,2025-10-29,LTSS,199287,1.42
2380,867,spending,Low,short,3000000,2025-07-01,2025-07-31,EDU,107766,3.59
2381,868,saving,Low,long,728000000,2025-07-01,2026-12-23,DREAM,171958982,23.62
2382,868,saving,Medium,long,5821600000,2025-07-01,2029-12-07,EMERGENCY,50785216,0.87
2383,869,saving,Low,short,9000000,2025-07-01,2025-08-30,LTSS,4316847,47.96
2384,869,saving,Low,long,8067600000,2025-07-01,2029-10-08,EMERGENCY,1640828567,20.34
2385,869,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,355430,8.89
2386,870,saving,High,short,59455000,2025-07-01,2026-01-27,LTSS,22721171,38.22
2387,870,saving,High,long,5220800000,2025-07-01,2027-01-22,EMERGENCY,520965836,9.98
2388,870,spending,Medium,short,1000000,2025-07-01,2025-07-31,GIVE,151360,15.14
2389,871,saving,High,long,1825250000,2025-07-01,2027-11-18,FFA,146102474,8.0
2390,871,saving,Medium,long,4490625000,2025-07-01,2028-01-17,EMERGENCY,875365279,19.49
2391,871,spending,Low,short,4000000,2025-07-01,2025-07-31,HEALTH,1169583,29.24
2392,872,saving,Low,long,3390000000,2025-07-01,2028-05-16,EMERGENCY,1668490686,49.22
2393,872,saving,Medium,long,9730035000,2025-07-01,2029-02-10,LTSS,1722661513,17.7
2394,873,saving,Medium,long,8776800000,2025-07-01,2029-07-10,DREAM,2624877136,29.91
2395,873,saving,Low,long,4598475000,2025-07-01,2030-05-06,EMERGENCY,1939743077,42.18
2396,874,saving,Low,long,1049760000,2025-07-01,2029-07-10,LTSS,548056023,52.21
2397,874,saving,Low,long,5508480000,2025-07-01,2028-08-14,DREAM,814002862,14.78
2398,874,spending,High,short,4000000,2025-07-01,2025-07-31,HEALTH,260912,6.52
2399,875,saving,Medium,short,5250000,2025-07-01,2025-10-29,DREAM,1523157,29.01
2400,875,saving,Medium,long,7491560000,2025-07-01,2029-02-10,FFA,2665205749,35.58
2401,875,spending,Medium,short,4000000,2025-07-01,2025-07-31,HEALTH,1805017,45.13
2402,876,saving,Medium,long,4635180000,2025-07-01,2029-09-08,EMERGENCY,1542606414,33.28
2403,876,saving,Medium,long,4773600000,2025-07-01,2029-04-11,FFA,392128419,8.21
2404,876,spending,High,short,1000000,2025-07-01,2025-07-31,NEC,309684,30.97
2405,877,saving,Medium,long,2682260000,2025-07-01,2027-09-19,DREAM,1474351541,54.97
2406,877,saving,High,long,420875000,2025-07-01,2027-02-21,LTSS,157333291,37.38
2407,878,saving,Low,long,598500000,2025-07-01,2028-03-17,FFA,151081341,25.24
2408,878,saving,Low,long,11029500000,2025-07-01,2029-11-07,LTSS,140881533,1.28
2409,878,spending,High,short,1000000,2025-07-01,2025-07-31,FAMILY,447014,44.7
2410,879,saving,Medium,long,874919999,2025-07-01,2026-08-25,EMERGENCY,159914807,18.28
2411,879,saving,Low,long,6057450000,2025-07-01,2028-01-17,DREAM,1638874137,27.06
2412,879,spending,High,short,1000000,2025-07-01,2025-07-31,EDU,320559,32.06
2413,880,saving,Low,long,1702800000,2025-07-01,2028-04-16,EMERGENCY,143997273,8.46
2414,880,saving,Low,long,5132280000,2025-07-01,2030-04-06,DREAM,1722848605,33.57
2415,881,saving,High,long,2392920000,2025-07-01,2029-07-10,DREAM,342961981,14.33
2416,881,saving,High,short,13650000,2025-07-01,2025-09-29,EMERGENCY,801066,5.87
2417,882,saving,Low,long,3539445000,2025-07-01,2027-02-21,EMERGENCY,369775996,10.45
2418,882,saving,High,long,1647360000,2025-07-01,2026-09-24,FFA,434654661,26.38
2419,882,spending,Medium,short,4000000,2025-07-01,2025-07-31,PLAY,492271,12.31
2420,883,saving,Low,long,6437699999,2025-07-01,2028-01-17,DREAM,2806710071,43.6
2421,883,saving,Medium,short,62040000,2025-07-01,2026-01-27,LTSS,26177802,42.2
2422,883,spending,Medium,short,5000000,2025-07-01,2025-07-31,HEALTH,2494935,49.9
2423,884,saving,Low,long,3136049999,2025-07-01,2027-12-18,FFA,815333329,26.0
2424,884,saving,Low,long,5028480000,2025-07-01,2026-09-24,LTSS,725164688,14.42
2425,884,spending,Low,short,4000000,2025-07-01,2025-07-31,EDU,948905,23.72
2426,885,saving,High,long,3888000000,2025-07-01,2028-02-16,FFA,2106706866,54.18
2427,885,saving,Medium,long,6536500000,2025-07-01,2029-05-11,LTSS,3136151495,47.98
2428,885,spending,Low,short,2000000,2025-07-01,2025-07-31,PLAY,313610,15.68
2429,886,saving,High,long,5725650000,2025-07-01,2027-07-21,EMERGENCY,3387960163,59.17
2430,886,saving,High,long,1425000000,2025-07-01,2030-03-07,LTSS,387144662,27.17
2431,886,spending,High,short,4000000,2025-07-01,2025-07-31,FAMILY,251418,6.29
2432,887,saving,Low,long,3507875000,2025-07-01,2030-05-06,DREAM,545829731,15.56
2433,887,saving,High,long,1612800000,2025-07-01,2028-06-15,FFA,392007463,24.31
2434,887,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,1548487,51.62
2435,888,saving,Medium,long,3899280000,2025-07-01,2026-11-23,FFA,1805605679,46.31
2436,888,saving,Low,long,7705250000,2025-07-01,2027-11-18,EMERGENCY,4481110071,58.16
2437,889,saving,Low,short,17640000,2025-07-01,2026-06-26,EMERGENCY,289887,1.64
2438,889,saving,Low,long,3931500000,2025-07-01,2026-08-25,LTSS,550315358,14.0
2439,889,spending,High,short,1000000,2025-07-01,2025-07-31,FAMILY,127112,12.71
2440,890,saving,High,long,4168500000,2025-07-01,2026-08-25,EMERGENCY,719597050,17.26
2441,890,saving,High,long,6564659999,2025-07-01,2026-11-23,DREAM,2789295577,42.49
2442,890,spending,Medium,short,2000000,2025-07-01,2025-07-31,EDU,615184,30.76
2443,891,saving,High,long,3757500000,2025-07-01,2028-05-16,EMERGENCY,1739221747,46.29
2444,891,saving,Medium,short,31049999,2025-07-01,2025-09-29,FFA,17481079,56.3
2445,892,saving,High,long,2304959999,2025-07-01,2027-10-19,LTSS,293040776,12.71
2446,892,saving,High,long,2351999999,2025-07-01,2027-07-21,FFA,996181970,42.35
2447,893,saving,Medium,short,15125000,2025-07-01,2025-12-28,EMERGENCY,5562004,36.77
2448,893,saving,Medium,short,51975000,2025-07-01,2026-03-28,LTSS,24463118,47.07
2449,894,saving,High,long,979224999,2025-07-01,2027-02-21,LTSS,182801895,18.67
2450,894,saving,High,short,62040000,2025-07-01,2026-02-26,EMERGENCY,7476521,12.05
2451,894,spending,High,short,4000000,2025-07-01,2025-07-31,EDU,2172099,54.3
2452,895,saving,High,long,5888400000,2025-07-01,2027-09-19,DREAM,2030017110,34.47
2453,895,saving,Low,long,3538080000,2025-07-01,2029-09-08,LTSS,629405730,17.79
2454,896,saving,High,long,8426985000,2025-07-01,2029-05-11,DREAM,438131966,5.2
2455,896,saving,High,long,6707760000,2025-07-01,2030-03-07,FFA,2928651301,43.66
2456,897,saving,Medium,long,2074800000,2025-07-01,2029-12-07,EMERGENCY,642717301,30.98
2457,897,saving,Medium,long,6961680000,2025-07-01,2029-10-08,LTSS,1647995308,23.67
2458,897,spending,Medium,short,3000000,2025-07-01,2025-07-31,HEALTH,764995,25.5
